Country,Year,Avg Female BMI,Avg Male BMI,Kilocalories Per Day
Albania,1996,24.96643,25.31097,2979.3
Albania,1994,24.93562,25.22115,2938.79
Albania,2005,25.46525,26.08939,2917.08
Albania,2006,25.53328,26.20867,2914.95
Albania,1999,25.06254,25.46555,2891.76
Albania,2007,25.59394,26.32753,2879.57
Albania,2002,25.27082,25.77167,2864.93
Albania,2001,25.20332,25.66701,2861.18
Albania,1993,24.93558,25.21192,2855.45
Albania,2004,25.39804,25.98136,2849.36
Albania,1983,25.21906,25.27176,2840.86
Albania,2003,25.33198,25.87274,2838.24
Albania,2000,25.12797,25.55835,2832.07
Albania,1995,24.93706,25.25874,2825.83
Albania,1998,25.0022,25.39116,2790.7
Albania,1984,25.22359,25.27901,2758.98
Albania,1981,25.19088,25.23981,2747.51
Albania,1997,24.96754,25.33988,2746.72
Albania,1986,25.20939,25.29451,2738.9
Albania,1982,25.20032,25.25636,2691.75
Albania,1980,25.17427,25.22533,2659.95
Albania,1990,25.13877,25.32357,2656.37
Albania,1992,24.96615,25.23077,2650.29
Albania,1988,25.16965,25.3045,2647.18
Albania,1989,25.1537,25.31944,2629.8
Albania,1985,25.21257,25.28669,2607.83
Albania,1987,25.18918,25.30217,2552.18
Albania,1991,25.0467,25.28452,2388.87
Algeria,2007,26.26096,24.48846,3153.38
Algeria,2006,26.15054,24.3827,3101.2
Algeria,2004,25.93081,24.15957,3090.13
Algeria,2003,25.81168,24.05243,3073.26
Algeria,2005,26.03886,24.27001,3059.24
Algeria,2002,25.69948,23.95294,3034.33
Algeria,2001,25.59477,23.86256,3003.63
Algeria,1992,24.8421,23.18776,2972.77
Algeria,1993,24.92523,23.25764,2971.61
Algeria,1999,25.40139,23.69486,2957.91
Algeria,2000,25.49389,23.77659,2928.84
Algeria,1998,25.3097,23.61592,2904.07
Algeria,1996,25.15,23.46811,2893.72
Algeria,1995,25.07258,23.39526,2891.3
Algeria,1994,24.9955,23.32273,2865.2
Algeria,1989,24.59436,22.97931,2862.84
Algeria,1990,24.67546,23.046,2856.21
Algeria,1997,25.22635,23.5416,2844.07
Algeria,1991,24.75504,23.11333,2835.47
Algeria,1988,24.50904,22.90644,2795
Algeria,1987,24.42523,22.84096,2724.66
Algeria,1986,24.33652,22.76979,2717.66
Algeria,1985,24.24213,22.69501,2700.86
Algeria,1981,23.80702,22.34745,2685.14
Algeria,1980,23.67764,22.25703,2657.34
Algeria,1982,23.92626,22.43647,2656.45
Algeria,1983,24.03604,22.52105,2637.55
Algeria,1984,24.1363,22.60633,2584.16
Angola,2007,23.2633,22.08962,1973.29
Angola,2006,23.04406,21.93881,1958.96
Angola,2005,22.83412,21.80564,1915.7
Angola,1980,20.06763,20.94876,1915.4
Angola,2004,22.63536,21.69218,1893.7
Angola,2003,22.44571,21.59924,1857.8
Angola,1981,20.12766,20.94371,1835.78
Angola,2002,22.26093,21.51765,1833.9
Angola,2001,22.07646,21.43664,1784.16
Angola,2000,21.91293,21.3748,1763.08
Angola,1999,21.76054,21.31954,1757.79
Angola,1982,20.19464,20.93754,1711.24
Angola,1998,21.60939,21.27082,1700.9
Angola,1983,20.26439,20.93187,1682.21
Angola,1997,21.47863,21.22621,1676.52
Angola,1996,21.36478,21.19076,1674.3
Angola,1985,20.42624,20.94857,1640.78
Angola,1995,21.25985,21.16022,1634.08
Angola,1984,20.3411,20.93569,1627.99
Angola,1986,20.51389,20.9603,1598.53
Angola,1990,20.914,21.09007,1589.55
Angola,1994,21.18443,21.14186,1589.52
Angola,1987,20.60929,20.98025,1586.87
Angola,1992,21.08987,21.14987,1576.1
Angola,1991,21.00432,21.12136,1561.63
Angola,1988,20.70945,21.01375,1559.92
Angola,1989,20.80873,21.05269,1540.59
Angola,1993,21.13495,21.13938,1511.01
Antigua and Barbuda,1991,25.81131,24.36568,2557.14
Antigua and Barbuda,1992,25.95531,24.45644,2510.77
Antigua and Barbuda,1989,25.52673,24.16347,2489.2
Antigua and Barbuda,1990,25.67301,24.26782,2474.33
Antigua and Barbuda,2007,27.37364,25.64247,2368.5
Antigua and Barbuda,1988,25.35149,24.05364,2364.34
Antigua and Barbuda,1993,26.0634,24.54096,2323.21
Antigua and Barbuda,2005,27.09834,25.39965,2294.69
Antigua and Barbuda,2006,27.23278,25.51382,2293.67
Antigua and Barbuda,1994,26.15508,24.60945,2234.21
Antigua and Barbuda,1999,26.528,24.91721,2200.01
Antigua and Barbuda,1987,25.18394,23.93649,2196.5
Antigua and Barbuda,1995,26.22408,24.66461,2184.22
Antigua and Barbuda,1998,26.4472,24.84936,2182.8
Antigua and Barbuda,1984,24.70423,23.63584,2182.71
Antigua and Barbuda,1986,25.02937,23.83449,2180.11
Antigua and Barbuda,1997,26.3716,24.78714,2179.33
Antigua and Barbuda,2000,26.61231,24.99158,2178.78
Antigua and Barbuda,1996,26.2935,24.72544,2170.37
Antigua and Barbuda,2004,26.96384,25.29898,2161.48
Antigua and Barbuda,1985,24.86193,23.73109,2126.31
Antigua and Barbuda,2001,26.68539,25.05857,2077.87
Antigua and Barbuda,2003,26.84799,25.20713,2077.55
Antigua and Barbuda,2002,26.76278,25.13039,2073.33
Antigua and Barbuda,1981,24.34043,23.39054,2015.74
Antigua and Barbuda,1983,24.55735,23.53735,1964.98
Antigua and Barbuda,1980,24.22235,23.31424,1916.45
Antigua and Barbuda,1982,24.43933,23.45883,1896.1
Argentina,2000,26.47851,26.88103,3271.7
Argentina,1999,26.3257,26.79005,3266.75
Argentina,1980,23.84436,25.37913,3221.99
Argentina,1981,23.96239,25.44951,3201.05
Argentina,2001,26.61081,26.96067,3183.34
Argentina,1995,25.67636,26.37522,3168.17
Argentina,1998,26.16254,26.68714,3166.62
Argentina,1996,25.83772,26.47182,3162.69
Argentina,1994,25.51859,26.27872,3162.52
Argentina,1997,25.99866,26.57778,3135.69
Argentina,1985,24.38048,25.66593,3130.71
Argentina,1993,25.3555,26.17288,3123.27
Argentina,1987,24.60935,25.78529,3113.49
Argentina,2005,27.06116,27.18941,3091.79
Argentina,1992,25.19889,26.07642,3087.95
Argentina,1982,24.06563,25.50242,3064.79
Argentina,2003,26.81386,27.04738,3059.74
Argentina,1984,24.27477,25.61271,3046.75
Argentina,1986,24.49371,25.72364,3044.29
Argentina,2004,26.93257,27.11001,3029.91
Argentina,1988,24.71734,25.84428,3028.9
Argentina,1991,25.04809,25.99177,3024.96
Argentina,1983,24.16711,25.55644,2999.66
Argentina,1989,24.81633,25.8851,2980.35
Argentina,2006,27.19272,27.28179,2969.12
Argentina,2002,26.7046,26.99882,2965.9
Argentina,2007,27.32608,27.38889,2940.98
Argentina,1990,24.91829,25.92482,2924.8
Armenia,2003,26.46878,24.50332,2295.14
Armenia,2007,27.00147,25.1759,2279.87
Armenia,2005,26.72723,24.81447,2269.82
Armenia,2006,26.86115,24.9916,2200.4
Armenia,1998,25.98351,24.071,2174.77
Armenia,1997,25.93358,24.03885,2169.53
Armenia,1999,26.05108,24.11699,2164.38
Armenia,2002,26.33638,24.37698,2150.57
Armenia,2004,26.59244,24.64178,2150.33
Armenia,2001,26.2254,24.2667,2149.52
Armenia,2000,26.12674,24.18045,2133.45
Armenia,1996,25.90632,24.02627,1971.03
Armenia,1995,25.90678,24.0157,1951.48
Armenia,1994,25.9344,24.02297,1945.81
Armenia,1993,25.99631,24.05854,1868.46
Armenia,1992,26.09322,24.12982,1833.98
Australia,2007,26.77919,27.45878,3227.05
Australia,2006,26.67746,27.35267,3192.96
Australia,1990,24.86126,25.80568,3177.79
Australia,1989,24.73402,25.7005,3141.58
Australia,2005,26.57311,27.24614,3138.37
Australia,1985,24.2452,25.31849,3134.12
Australia,2003,26.36875,27.03801,3134.09
Australia,1988,24.60343,25.60001,3121.54
Australia,1992,25.11666,26.00624,3116.99
Australia,1987,24.48311,25.50528,3113.5
Australia,1991,24.98751,25.90295,3109.4
Australia,1982,23.88326,25.0766,3108.89
Australia,1984,24.11415,25.22894,3100.27
Australia,1997,25.7167,26.47351,3091.38
Australia,1986,24.36228,25.41017,3088.53
Australia,1995,25.47974,26.29241,3081.55
Australia,2001,26.15183,26.84397,3080.42
Australia,1981,23.75943,25.00216,3079.17
Australia,2002,26.25957,26.93858,3073.21
Australia,1980,23.63058,24.92729,3067.6
Australia,2004,26.47178,27.13871,3067.14
Australia,1996,25.5976,26.38256,3056.62
Australia,1983,23.99286,25.14938,3049.26
Australia,1993,25.23869,26.10586,3044.14
Australia,1994,25.35789,26.20077,3038.66
Australia,1998,25.8251,26.56314,3015.25
Australia,1999,25.93521,26.65506,3013.15
Australia,2000,26.04167,26.74486,3002.91
Austria,2007,25.05064,26.38136,3818.8
Austria,2001,24.79874,25.93806,3816.93
Austria,2000,24.7543,25.87471,3809.1
Austria,1999,24.71124,25.81773,3790.66
Austria,2006,25.00599,26.29374,3760.36
Austria,2002,24.83051,25.99583,3743.9
Austria,1998,24.66039,25.75996,3726.51
Austria,2004,24.91942,26.1436,3716.19
Austria,2003,24.86827,26.06356,3714.35
Austria,2005,24.95636,26.21107,3700.89
Austria,1996,24.57773,25.6641,3641.66
Austria,1995,24.53071,25.61814,3606.67
Austria,1997,24.61332,25.71737,3591.72
Austria,1994,24.485,25.56626,3584.52
Austria,1991,24.33975,25.37186,3558.53
Austria,1992,24.38968,25.43668,3554.55
Austria,1993,24.43623,25.50507,3522.21
Austria,1990,24.28536,25.30882,3508.77
Austria,1989,24.23289,25.24928,3476.77
Austria,1986,24.12666,25.1068,3428.75
Austria,1987,24.15578,25.14747,3417
Austria,1988,24.18901,25.19333,3416.11
Austria,1982,23.99285,24.93482,3397.7
Austria,1985,24.09211,25.06015,3375.14
Austria,1984,24.06105,25.02208,3361.8
Austria,1983,24.02724,24.98118,3358.35
Austria,1980,23.9034,24.84097,3351.86
Austria,1981,23.94662,24.8811,3344.87
Azerbaijan,2006,27.18808,25.25706,3026.76
Azerbaijan,2005,27.00071,25.06256,3001.06
Azerbaijan,2007,27.35547,25.45513,2961.19
Azerbaijan,2004,26.82292,24.89376,2894.6
Azerbaijan,2003,26.67162,24.77164,2747.47
Azerbaijan,2002,26.53823,24.66021,2647.96
Azerbaijan,2001,26.42567,24.57202,2479.61
Azerbaijan,2000,26.34661,24.51287,2406.22
Azerbaijan,1992,26.64382,24.81781,2303.97
Azerbaijan,1999,26.29307,24.47842,2296.13
Azerbaijan,1996,26.3454,24.55527,2265.03
Azerbaijan,1993,26.57865,24.7625,2217.92
Azerbaijan,1995,26.40232,24.61946,2148.47
Azerbaijan,1998,26.2755,24.47179,2133.11
Azerbaijan,1994,26.48774,24.69113,2100.15
Azerbaijan,1997,26.29662,24.49745,2083.84
Bahamas,1988,26.93211,25.14778,2799.78
Bahamas,1989,27.06922,25.26173,2788.45
Bahamas,1982,26.02602,24.4275,2761.7
Bahamas,1986,26.64708,24.90724,2752.62
Bahamas,1987,26.78383,25.03166,2747.89
Bahamas,1990,27.19051,25.35641,2714.49
Bahamas,2001,28.32542,26.38653,2714.45
Bahamas,1985,26.48952,24.78408,2713.15
Bahamas,2007,29.01768,27.12653,2712.5
Bahamas,2000,28.19024,26.25748,2709.89
Bahamas,1983,26.18423,24.54415,2697.75
Bahamas,2005,28.77475,26.88517,2695.88
Bahamas,2006,28.8959,27.00715,2693.53
Bahamas,2002,28.44201,26.51184,2684.17
Bahamas,2003,28.54757,26.62607,2669.14
Bahamas,1984,26.33821,24.66558,2667.08
Bahamas,2004,28.65324,26.75612,2660.25
Bahamas,1999,28.04877,26.1208,2649.65
Bahamas,1980,25.7312,24.21064,2639.8
Bahamas,1997,27.81346,25.89374,2624.27
Bahamas,1991,27.28584,25.44039,2606.63
Bahamas,1998,27.92349,25.99417,2564.69
Bahamas,1996,27.69779,25.79938,2527.05
Bahamas,1995,27.60912,25.72418,2526.38
Bahamas,1992,27.36738,25.51294,2501.14
Bahamas,1981,25.86517,24.30814,2499.44
Bahamas,1994,27.52564,25.65514,2421.11
Bahamas,1993,27.44964,25.58479,2419.88
Bangladesh,2007,20.40963,20.35493,2281.18
Bangladesh,2004,19.9952,20.23957,2248.65
Bangladesh,2005,20.13393,20.27648,2234.17
Bangladesh,2006,20.27159,20.31554,2234.01
Bangladesh,2003,19.85657,20.20948,2213.66
Bangladesh,2001,19.5996,20.16802,2196.2
Bangladesh,2002,19.72414,20.18621,2179.58
Bangladesh,1999,19.36185,20.13361,2136.9
Bangladesh,2000,19.47529,20.14774,2125.16
Bangladesh,1998,19.25592,20.12622,2028.86
Bangladesh,1991,18.84313,20.15921,1968.13
Bangladesh,1992,18.89214,20.14118,1966.85
Bangladesh,1987,18.67808,20.26401,1965.83
Bangladesh,1997,19.16698,20.11304,1965.75
Bangladesh,1990,18.79715,20.18246,1959.5
Bangladesh,1988,18.71761,20.23497,1945.62
Bangladesh,1989,18.7565,20.20736,1930.87
Bangladesh,1996,19.0933,20.10489,1918.12
Bangladesh,1995,19.03241,20.1077,1910.86
Bangladesh,1986,18.63717,20.29654,1895.7
Bangladesh,1985,18.60265,20.32983,1892.02
Bangladesh,1993,18.93651,20.12952,1875.57
Bangladesh,1983,18.5418,20.40075,1874.22
Bangladesh,1994,18.98127,20.11823,1870.74
Bangladesh,1982,18.51174,20.43741,1853.84
Bangladesh,1984,18.57151,20.36524,1853.29
Bangladesh,1980,18.47166,20.51918,1845.76
Bangladesh,1981,18.48812,20.47766,1823.12
Barbados,1980,26.59883,24.36372,3168.67
Barbados,1987,27.23923,24.77976,3131.01
Barbados,1997,28.02433,25.35236,3124.13
Barbados,1989,27.40047,24.9079,3120.67
Barbados,2003,28.70695,25.8702,3113.39
Barbados,1990,27.47166,24.96113,3111.36
Barbados,1999,28.2376,25.51681,3100.64
Barbados,1981,26.71838,24.43455,3072.42
Barbados,1986,27.15531,24.71728,3057.06
Barbados,2006,29.01036,26.16874,3056.84
Barbados,2001,28.46946,25.6891,3056.44
Barbados,2002,28.58496,25.77615,3056.06
Barbados,2007,29.1169,26.27575,3055.81
Barbados,2005,28.90441,26.06074,3051.15
Barbados,1988,27.32443,24.84265,3048.33
Barbados,1991,27.53375,25.00859,3046.86
Barbados,2000,28.35071,25.60292,3025.07
Barbados,1983,26.90333,24.54713,2981.05
Barbados,1998,28.10663,25.42067,2976.84
Barbados,1996,27.90969,25.2685,2975.48
Barbados,1992,27.59409,25.05249,2948.54
Barbados,1985,27.06838,24.64998,2942.18
Barbados,1995,27.81419,25.20411,2942.1
Barbados,2004,28.7967,25.9566,2936.81
Barbados,1993,27.65728,25.09414,2924.87
Barbados,1994,27.72295,25.14401,2919.48
Barbados,1984,26.99588,24.59913,2890.58
Barbados,1982,26.81275,24.49314,2859.55
Belarus,1996,25.93389,25.11362,3279.61
Belarus,1997,25.94835,25.14026,3269.1
Belarus,1998,25.96808,25.17221,3218.1
Belarus,1993,26.03639,25.09742,3216.88
Belarus,1995,25.95519,25.10237,3181.86
Belarus,2006,26.4391,25.8582,3158.46
Belarus,2007,26.54132,26.0111,3145.64
Belarus,1994,25.99374,25.10406,3134.17
Belarus,1992,26.06175,25.07413,3132.64
Belarus,1999,25.98476,25.20688,3059.13
Belarus,2001,26.06861,25.32148,3040.1
Belarus,2000,26.01919,25.25472,2988.59
Belarus,2002,26.12336,25.4016,2968.65
Belarus,2005,26.33189,25.70824,2952.87
Belarus,2004,26.2483,25.58449,2898.39
Belarus,2003,26.17534,25.48133,2777.67
Belgium,2002,25.12181,26.30602,3728.34
Belgium,2004,25.14166,26.44661,3726.34
Belgium,2003,25.13286,26.37453,3721.51
Belgium,2001,25.11409,26.24196,3720.26
Belgium,2000,25.11335,26.18388,3715.57
Belgium,2005,25.14573,26.51575,3701.6
Belgium,2007,25.14489,26.67529,3693.57
Belgium,2006,25.14608,26.59522,3674.95
Belgium,1999,25.10398,26.1224,3666.7
Belgium,1997,25.08863,25.98577,3666.24
Belgium,1992,25.00061,25.64048,3658.19
Belgium,1998,25.09721,26.05275,3652.81
Belgium,1993,25.01742,25.7062,3602.23
Belgium,1996,25.06855,25.91482,3601.95
Belgium,1994,25.03927,25.77927,3596.45
Belgium,1995,25.05283,25.84461,3577.18
Belgium,1991,24.97523,25.55918,3573.78
Belgium,1988,24.94046,25.37574,3552.68
Belgium,1990,24.96067,25.49029,3543.5
Belgium,1989,24.94871,25.42939,3530.18
Belgium,1987,24.93132,25.32356,3462.53
Belgium,1984,24.9503,25.21949,3458.1
Belgium,1985,24.94656,25.25266,3452.63
Belgium,1986,24.93997,25.28532,3450.55
Belgium,1982,24.96712,25.16059,3425.98
Belgium,1983,24.95523,25.18982,3377.71
Belgium,1980,24.97542,25.09879,3310.13
Belgium,1981,24.96714,25.12474,3305.51
Belize,2005,29.35749,26.68025,2723.53
Belize,2007,29.66301,26.90962,2717.57
Belize,2006,29.5145,26.80065,2715.1
Belize,2004,29.20535,26.56389,2700.39
Belize,2003,29.04987,26.4392,2685.65
Belize,1981,25.90106,24.63418,2682.19
Belize,1980,25.74834,24.54345,2652.01
Belize,2002,28.87468,26.30847,2651.12
Belize,1982,26.04266,24.71853,2635.48
Belize,1992,27.27452,25.34573,2618.01
Belize,2001,28.70468,26.19233,2617.24
Belize,1993,27.44661,25.45261,2561.12
Belize,2000,28.53896,26.08213,2547.82
Belize,1995,27.76957,25.64134,2533.33
Belize,1987,26.57044,24.95997,2527.67
Belize,1988,26.69127,25.01621,2504.06
Belize,1994,27.60813,25.54387,2499.59
Belize,1999,28.37027,25.97705,2499.34
Belize,1998,28.22288,25.88939,2498.18
Belize,1984,26.27033,24.81656,2497.99
Belize,1983,26.16195,24.76496,2496.42
Belize,1997,28.07119,25.80637,2488.44
Belize,1985,26.35971,24.85631,2478.47
Belize,1986,26.45118,24.90216,2475.59
Belize,1996,27.92163,25.72576,2472.48
Belize,1990,26.95806,25.16254,2460.38
Belize,1991,27.10117,25.23639,2459.44
Belize,1989,26.81911,25.08335,2427.69
Benin,2007,23.64577,22.33366,2532.92
Benin,2006,23.55687,22.25322,2504.8
Benin,2005,23.46378,22.17929,2498.7
Benin,2003,23.25775,22.0276,2472.89
Benin,2004,23.35676,22.1039,2439.65
Benin,2002,23.14637,21.95309,2427.33
Benin,2000,22.92684,21.7971,2418.52
Benin,2001,23.03499,21.87272,2382.51
Benin,1996,22.50528,21.5205,2344.51
Benin,1999,22.8157,21.71747,2335.02
Benin,1998,22.71329,21.64874,2329.15
Benin,1997,22.6109,21.58523,2321.78
Benin,1991,21.96279,21.25774,2299.86
Benin,1995,22.38851,21.45576,2298.82
Benin,1994,22.26976,21.40226,2271.98
Benin,1993,22.16977,21.35252,2254.02
Benin,1992,22.06721,21.30311,2234.65
Benin,1990,21.85517,21.20891,2213.62
Benin,1989,21.75282,21.16916,2199.99
Benin,1986,21.49152,21.05137,2066.03
Benin,1984,21.27736,20.96054,2057.28
Benin,1985,21.39033,21.00726,2044.37
Benin,1988,21.66026,21.12584,2006.58
Benin,1980,20.91221,20.80754,1958.12
Benin,1982,21.10264,20.88208,1938.69
Benin,1981,21.0058,20.83999,1912.53
Benin,1987,21.56779,21.07871,1896.63
Benin,1983,21.17492,20.90821,1817.2
Bermuda,1985,28.14667,25.69903,3105.33
Bermuda,1986,28.29582,25.82431,3070.97
Bermuda,1984,27.99515,25.56404,3070.14
Bermuda,1983,27.84409,25.4399,3048.1
Bermuda,1987,28.42786,25.94406,3042.93
Bermuda,1992,28.97071,26.53011,3033.88
Bermuda,1993,29.07338,26.65258,2992.96
Bermuda,1982,27.69595,25.31163,2974.31
Bermuda,1981,27.56359,25.19625,2965.85
Bermuda,1995,29.25932,26.88993,2941.06
Bermuda,1989,28.66933,26.19307,2912.17
Bermuda,1980,27.41889,25.07881,2906.12
Bermuda,1988,28.54996,26.06962,2888.17
Bermuda,1996,29.34076,27.01108,2859.38
Bermuda,1994,29.1606,26.75763,2826
Bermuda,1990,28.76908,26.30429,2790.65
Bermuda,1991,28.85701,26.40672,2783.4
Bermuda,1997,29.42203,27.12503,2781.67
Bermuda,1998,29.50316,27.24352,2766.67
Bermuda,2000,29.61135,27.45476,2655.3
Bermuda,1999,29.5513,27.34456,2638.5
Bermuda,2001,29.68104,27.55826,2602.35
Bermuda,2007,30.19904,28.26753,2597.99
Bermuda,2002,29.75882,27.66492,2587.59
Bermuda,2006,30.08569,28.12057,2543.42
Bermuda,2005,29.98439,27.98684,2489.22
Bermuda,2003,29.83267,27.76999,2481.5
Bermuda,2004,29.90034,27.87082,2429.93
Bolivia,2003,26.26134,24.14039,2176.81
Bolivia,2002,26.1348,24.08033,2173.19
Bolivia,2001,26.00137,24.01547,2153.9
Bolivia,2000,25.86456,23.95185,2147.48
Bolivia,1995,25.13645,23.61766,2141.6
Bolivia,2005,26.50738,24.26262,2123.61
Bolivia,1985,23.97017,23.13397,2118.1
Bolivia,2004,26.38387,24.20067,2099.98
Bolivia,1980,23.55699,23.00319,2098.76
Bolivia,1999,25.72135,23.88573,2094.96
Bolivia,1997,25.44229,23.7552,2091.28
Bolivia,2006,26.62549,24.31851,2091.2
Bolivia,1996,25.28814,23.68542,2081.01
Bolivia,1981,23.65347,23.04351,2078.49
Bolivia,2007,26.74182,24.37227,2064.13
Bolivia,1989,24.35376,23.30494,2060.84
Bolivia,1992,24.71801,23.45185,2060.31
Bolivia,1991,24.58717,23.39988,2057.15
Bolivia,1993,24.85103,23.50266,2045.58
Bolivia,1998,25.58123,23.81981,2023.64
Bolivia,1987,24.14128,23.20657,2022.62
Bolivia,1984,23.885,23.1075,2015.47
Bolivia,1982,23.73722,23.07385,2014.99
Bolivia,1994,24.98583,23.5581,1997.79
Bolivia,1986,24.04975,23.16541,1997.36
Bolivia,1988,24.24057,23.25603,1990.08
Bolivia,1990,24.4627,23.35095,1974.45
Bolivia,1983,23.80662,23.08641,1930.35
Bosnia and Herzegovina,2005,26.19109,26.25022,3091.22
Bosnia and Herzegovina,2006,26.24752,26.37229,3081.54
Bosnia and Herzegovina,2007,26.30453,26.49206,3078.06
Bosnia and Herzegovina,2004,26.1235,26.11931,3076.32
Bosnia and Herzegovina,1997,25.42644,25.22345,3036.94
Bosnia and Herzegovina,2003,26.04311,25.97224,2944.19
Bosnia and Herzegovina,1998,25.55583,25.33549,2920.62
Bosnia and Herzegovina,2001,25.87892,25.71444,2872.94
Bosnia and Herzegovina,2002,25.96649,25.8431,2863.94
Bosnia and Herzegovina,1996,25.28831,25.12328,2851.18
Bosnia and Herzegovina,1999,25.68052,25.44956,2751.81
Bosnia and Herzegovina,1995,25.19614,25.07033,2737.26
Bosnia and Herzegovina,1994,25.17425,25.09667,2724.51
Bosnia and Herzegovina,2000,25.77713,25.57757,2706.88
Bosnia and Herzegovina,1993,25.20537,25.17015,2556.14
Bosnia and Herzegovina,1992,25.28169,25.26577,2418.98
Bostwana,1991,24.53063,20.30422,2275.63
Bostwana,1990,24.4116,20.18715,2265.97
Bostwana,2007,25.99615,21.98606,2263.82
Bostwana,1992,24.63643,20.41434,2252.27
Bostwana,1988,24.16157,19.98147,2252.23
Bostwana,1996,24.98168,20.74696,2241.8
Bostwana,2006,25.89423,21.83982,2234.14
Bostwana,1994,24.81281,20.58939,2233.05
Bostwana,1987,24.03335,19.89551,2232.24
Bostwana,1995,24.90137,20.66838,2229.99
Bostwana,1984,23.71698,19.7227,2229.14
Bostwana,1986,23.91733,19.82815,2217.47
Bostwana,2005,25.80588,21.69989,2206.61
Bostwana,2004,25.71314,21.56543,2200.2
Bostwana,2001,25.41885,21.1985,2194.96
Bostwana,2003,25.62175,21.43809,2192.04
Bostwana,1997,25.06994,20.82805,2191.42
Bostwana,2002,25.52204,21.31605,2181.02
Bostwana,1985,23.81013,19.77501,2180.31
Bostwana,1989,24.28856,20.07896,2162.35
Bostwana,1999,25.23366,20.99408,2155.16
Bostwana,2000,25.326,21.09464,2153.96
Bostwana,1998,25.15137,20.90699,2146.94
Bostwana,1983,23.619,19.66629,2140.93
Bostwana,1993,24.72252,20.50823,2116.23
Bostwana,1982,23.51626,19.62362,2045.69
Bostwana,1981,23.4325,19.5797,2014.29
Bostwana,1980,23.3474,19.54182,1995.75
Brazil,2007,25.8801,25.63555,3112.51
Brazil,2006,25.77333,25.48902,3102.53
Brazil,2004,25.56211,25.2199,3083.5
Brazil,2005,25.66827,25.34959,3082.08
Brazil,2003,25.45842,25.09147,3069.07
Brazil,2002,25.36366,24.97064,2930.63
Brazil,2001,25.27984,24.84949,2896.13
Brazil,2000,25.20224,24.73196,2884.84
Brazil,1999,25.12756,24.60608,2870.8
Brazil,1997,24.99343,24.37651,2859.41
Brazil,1998,25.05794,24.4885,2858.36
Brazil,1996,24.92815,24.25992,2846.22
Brazil,1994,24.82409,24.03524,2821.95
Brazil,1995,24.88216,24.14789,2816.23
Brazil,1991,24.67793,23.71304,2780.23
Brazil,1993,24.77471,23.92823,2777.62
Brazil,1992,24.73137,23.82606,2773.91
Brazil,1989,24.57384,23.49948,2751.88
Brazil,1990,24.62666,23.60242,2722.61
Brazil,1987,24.44963,23.27956,2717.72
Brazil,1988,24.51057,23.38452,2707.4
Brazil,1980,24.05006,22.63867,2702.14
Brazil,1986,24.38141,23.17442,2687.11
Brazil,1982,24.17848,22.81802,2647.31
Brazil,1985,24.31669,23.07389,2631.81
Brazil,1981,24.11916,22.72772,2621.04
Brazil,1983,24.21987,22.89804,2615.69
Brazil,1984,24.26384,22.9789,2600.72
Brunei,2005,22.96595,24.06445,3038.24
Brunei,2003,22.97268,23.9798,3030.94
Brunei,2004,22.96874,24.02261,3020.98
Brunei,1988,22.98447,23.44076,2991.27
Brunei,2002,22.95992,23.93406,2977.59
Brunei,2007,22.90645,24.13907,2968.12
Brunei,2006,22.92931,24.09869,2955.73
Brunei,2001,22.94578,23.90486,2905.99
Brunei,1996,22.93759,23.69483,2896.65
Brunei,1985,23.00492,23.39392,2881.52
Brunei,1994,22.90273,23.61052,2876.37
Brunei,1998,22.99603,23.81059,2855.72
Brunei,2000,22.95982,23.87813,2833.77
Brunei,1989,22.97231,23.4571,2832.1
Brunei,1999,22.98059,23.8489,2828.76
Brunei,1995,22.91464,23.64776,2822.76
Brunei,1997,22.96949,23.75058,2820.89
Brunei,1992,22.89418,23.52962,2817.57
Brunei,1993,22.88332,23.55589,2788.18
Brunei,1986,22.99933,23.40646,2709.44
Brunei,1984,22.98986,23.37014,2708.54
Brunei,1990,22.95323,23.48593,2705.15
Brunei,1991,22.91949,23.50616,2667.01
Brunei,1987,22.98533,23.41929,2640.12
Brunei,1983,22.97755,23.3387,2611.56
Brunei,1980,22.98298,23.23982,2535.52
Brunei,1982,22.97202,23.30495,2494.27
Brunei,1981,22.97744,23.27246,2428.03
Bulgaria,1988,25.70526,25.72108,3699.8
Bulgaria,1987,25.68394,25.66821,3677.52
Bulgaria,1981,25.56386,25.34139,3665.11
Bulgaria,1986,25.66027,25.61303,3655.91
Bulgaria,1982,25.59103,25.39515,3646.35
Bulgaria,1989,25.71329,25.77352,3622.39
Bulgaria,1983,25.61389,25.44814,3618.51
Bulgaria,1984,25.63037,25.5058,3615.66
Bulgaria,1980,25.5342,25.28913,3595.93
Bulgaria,1985,25.64132,25.55694,3594.79
Bulgaria,1990,25.67129,25.79169,3132.73
Bulgaria,1991,25.60354,25.78741,3044.96
Bulgaria,1992,25.53536,25.7869,3026
Bulgaria,1993,25.46788,25.78218,2960.89
Bulgaria,1995,25.3588,25.78474,2898.82
Bulgaria,1999,25.2039,25.80308,2881.97
Bulgaria,1994,25.40461,25.77516,2872.88
Bulgaria,1998,25.2093,25.77903,2822.87
Bulgaria,2000,25.21212,25.84258,2815.11
Bulgaria,2003,25.28871,26.03088,2774.32
Bulgaria,2001,25.22311,25.89594,2772.77
Bulgaria,2002,25.24871,25.95657,2771.69
