Country,Year,Avg Female BMI,Avg Male BMI,Kilocalories Per Day
Laos,2004,21.61504,20.71752,2187.03
Laos,2003,21.51067,20.64257,2167.81
Laos,2002,21.40257,20.57241,2137.81
Laos,2000,21.17882,20.44315,2119.26
Laos,2001,21.28478,20.50587,2108.04
Laos,1998,20.97517,20.32028,2067.2
Laos,1996,20.80003,20.20878,2055.37
Laos,1997,20.88877,20.26491,2054.71
Laos,1999,21.0671,20.38,2046.75
Laos,1990,20.32477,19.93683,2035.96
Laos,1991,20.39234,19.96869,2017.83
Laos,1994,20.62677,20.10266,2014.91
Laos,1995,20.7114,20.15559,2004.65
Laos,1993,20.53894,20.05038,1984.36
Laos,1992,20.46209,20.00568,1984.03
Laos,1982,19.7981,19.67721,1979.51
Laos,1987,20.13806,19.84167,1977.21
Laos,1980,19.6461,19.59954,1965.68
Laos,1981,19.72169,19.63955,1965.54
Laos,1989,20.25457,19.90187,1953.9
Laos,1986,20.07371,19.81244,1948.64
Laos,1983,19.87016,19.71391,1947.83
Laos,1985,20.00641,19.78267,1924.06
Laos,1988,20.19163,19.86999,1919.52
Laos,1984,19.93975,19.75092,1918.95
Latvia,1994,25.16868,25.27586,3288.42
Latvia,1992,25.30342,25.31612,3271.85
Latvia,1993,25.22458,25.29426,3261.94
Latvia,1996,25.06418,25.28771,3081.38
Latvia,2002,25.15152,25.67228,3070
Latvia,2005,25.37759,26.04137,3053.77
Latvia,2006,25.46816,26.19151,3041.32
Latvia,2004,25.29259,25.90648,2963.11
Latvia,2007,25.54595,26.32953,2962.25
Latvia,1995,25.09488,25.27005,2948.86
Latvia,2003,25.21715,25.78197,2937.53
Latvia,1997,25.04227,25.31835,2922.01
Latvia,2001,25.09014,25.56402,2897.57
Latvia,1999,25.0277,25.41413,2851.8
Latvia,1998,25.0255,25.3578,2848.36
Latvia,2000,25.04125,25.48263,2798.87
Lebanon,2005,27.45512,26.90386,3128.14
Lebanon,2004,27.35773,26.80757,3122.17
Lebanon,2002,27.12636,26.58461,3110.91
Lebanon,2007,27.61608,27.09268,3107.09
Lebanon,2003,27.23926,26.69645,3099.8
Lebanon,2006,27.53097,26.98947,3084.82
Lebanon,1991,25.41367,25.11042,3074.76
Lebanon,1999,26.69463,26.24877,3072.9
Lebanon,1997,26.35192,25.96556,3064.53
Lebanon,2001,26.99562,26.48124,3063.79
Lebanon,1998,26.52837,26.10938,3036.55
Lebanon,2000,26.84515,26.36601,3031.97
Lebanon,1993,25.69812,25.37992,3029.54
Lebanon,1992,25.56023,25.24546,3020.77
Lebanon,1994,25.83717,25.50984,3010.82
Lebanon,1995,25.99505,25.65785,3000.42
Lebanon,1996,26.15623,25.80689,2974.83
Lebanon,1989,25.15038,24.87539,2955.56
Lebanon,1990,25.24894,24.9699,2936.36
Lebanon,1988,25.07866,24.79828,2869.49
Lebanon,1987,24.97949,24.69291,2765.05
Lebanon,1984,24.61598,24.30688,2731.87
Lebanon,1986,24.86811,24.57106,2720.49
Lebanon,1983,24.50636,24.18211,2716.76
Lebanon,1985,24.74656,24.44256,2712.25
Lebanon,1982,24.42574,24.0756,2673.92
Lebanon,1980,24.261,23.8802,2637.95
Lebanon,1981,24.35851,23.98402,2605.69
Lesotho,2007,26.69811,21.76567,2476.17
Lesotho,2005,26.54057,21.51798,2470.76
Lesotho,2006,26.61926,21.63691,2457.83
Lesotho,2004,26.46549,21.41338,2449.12
Lesotho,2003,26.39342,21.31467,2446.18
Lesotho,2002,26.32388,21.22586,2444.43
Lesotho,1994,25.83274,20.76178,2442.17
Lesotho,1999,26.13961,21.01332,2431.33
Lesotho,2001,26.26148,21.15073,2427.06
Lesotho,1998,26.07952,20.95402,2422.52
Lesotho,2000,26.20003,21.07902,2417.92
Lesotho,1997,26.0147,20.89856,2413.15
Lesotho,1993,25.77358,20.73445,2405.19
Lesotho,1992,25.71527,20.71191,2395.45
Lesotho,1991,25.66289,20.69714,2385.78
Lesotho,1996,25.9484,20.8446,2378.12
Lesotho,1983,25.34279,20.63468,2340.43
Lesotho,1981,25.23747,20.59964,2335.02
Lesotho,1995,25.88601,20.7994,2333.2
Lesotho,1990,25.61228,20.68597,2324.93
Lesotho,1989,25.57714,20.66906,2315.07
Lesotho,1986,25.47321,20.64452,2300.45
Lesotho,1985,25.427,20.64596,2298.35
Lesotho,1984,25.38587,20.64601,2297.84
Lesotho,1988,25.54284,20.65339,2282.01
Lesotho,1982,25.29474,20.62078,2280.74
Lesotho,1980,25.16363,20.5766,2278.19
Lesotho,1987,25.51103,20.64342,2266.11
Liberia,1982,21.55747,21.18413,2538.56
Liberia,1989,22.0181,21.37889,2519.33
Liberia,1988,21.97577,21.37133,2517.19
Liberia,1981,21.47416,21.15314,2495.49
Liberia,1986,21.84005,21.30005,2469.99
Liberia,1980,21.39746,21.12546,2460.93
Liberia,1987,21.90655,21.33355,2447.66
Liberia,1983,21.62783,21.21202,2426.02
Liberia,1985,21.77006,21.26864,2415.99
Liberia,1984,21.69937,21.23418,2395.5
Liberia,1992,22.03126,21.39278,2301.66
Liberia,1991,22.02212,21.38477,2298.54
Liberia,1997,22.19689,21.47413,2264.66
Liberia,2007,23.10815,21.84234,2203.79
Liberia,1998,22.27854,21.50622,2202.49
Liberia,2000,22.47748,21.60139,2181.43
Liberia,1994,22.04506,21.40775,2175.4
Liberia,1993,22.02872,21.39555,2172.75
Liberia,1999,22.36807,21.54662,2148.13
Liberia,2006,23.00681,21.7985,2146.35
Liberia,2005,22.91454,21.76799,2140.07
Liberia,1996,22.11328,21.43646,2119.85
Liberia,1995,22.07112,21.41723,2114.77
Liberia,2004,22.83306,21.74375,2082.25
Liberia,2001,22.58362,21.65415,2073.73
Liberia,1990,22.00022,21.37232,2071.53
Liberia,2002,22.69692,21.71408,2065.35
Liberia,2003,22.76071,21.72496,2048.16
Libya,1981,26.87822,24.50966,3297.79
Libya,1983,27.05318,24.71525,3285.57
Libya,1982,26.97452,24.61506,3276.25
Libya,1980,26.7653,24.39546,3265.57
Libya,1994,27.77896,25.52624,3203.74
Libya,1984,27.11086,24.8035,3202.25
Libya,1990,27.48219,25.23568,3187.18
Libya,1991,27.55504,25.30868,3186.16
Libya,1993,27.70119,25.45129,3177.13
Libya,1996,27.93468,25.66955,3175.74
Libya,1992,27.62927,25.37987,3175.28
Libya,1989,27.42115,25.17578,3175.2
Libya,1997,28.02291,25.74354,3172.22
Libya,1995,27.85135,25.59521,3167.52
Libya,1988,27.35013,25.10423,3159.72
Libya,1985,27.16849,24.88258,3156.2
Libya,2005,28.85307,26.27448,3149.03
Libya,2007,29.08073,26.44751,3142.93
Libya,2006,28.96073,26.35506,3141.45
Libya,1986,27.22474,24.9561,3141.34
Libya,1987,27.28263,25.02871,3130.66
Libya,2000,28.29678,25.92907,3117.99
Libya,1998,28.11017,25.81026,3114.84
Libya,2004,28.73863,26.1972,3113.98
Libya,2002,28.51032,26.05284,3107.28
Libya,1999,28.19779,25.8686,3102.51
Libya,2001,28.40122,25.99243,3099.21
Libya,2003,28.62657,26.12052,3088.14
Lithuania,2004,25.86497,26.37283,3442
Lithuania,2007,25.99051,26.74333,3436.38
Lithuania,2006,25.95786,26.61939,3412.62
Lithuania,2005,25.91991,26.49493,3407.81
Lithuania,2001,25.70216,26.06024,3362.5
Lithuania,2003,25.80584,26.25435,3350.58
Lithuania,2000,25.66177,25.97347,3348.56
Lithuania,2002,25.74912,26.15035,3342.5
Lithuania,1998,25.63621,25.86464,3231.66
Lithuania,1999,25.64072,25.90548,3164.35
Lithuania,1997,25.64674,25.83361,3162.6
Lithuania,1996,25.69312,25.82294,2995.34
Lithuania,1992,26.1813,25.95745,2970.33
Lithuania,1994,25.8978,25.86401,2881.72
Lithuania,1995,25.76637,25.83189,2842.52
Lithuania,1993,26.04418,25.91784,2775.55
Luxembourg,2004,25.89046,27.03119,3720.7
Luxembourg,2005,25.94614,27.12382,3705.24
Luxembourg,2002,25.76499,26.8421,3699.17
Luxembourg,2003,25.82982,26.93574,3694.94
Luxembourg,2007,26.04757,27.3321,3681.07
Luxembourg,2006,25.99803,27.22776,3670.28
Luxembourg,2000,25.63979,26.6644,3613.04
Luxembourg,2001,25.69968,26.75076,3606.73
"Macedonia, FYR",2007,25.33213,26.25277,3105.47
"Macedonia, FYR",2006,25.28028,26.1574,2974.01
"Macedonia, FYR",2004,25.21102,25.99986,2970.93
"Macedonia, FYR",1998,25.07411,25.61423,2879.54
"Macedonia, FYR",2005,25.24255,26.07165,2868.64
"Macedonia, FYR",1999,25.09551,25.67776,2837.42
"Macedonia, FYR",2003,25.18106,25.92015,2823.26
"Macedonia, FYR",2002,25.16624,25.85252,2807.17
"Macedonia, FYR",2000,25.1243,25.74675,2806.25
"Macedonia, FYR",1997,25.038,25.56424,2766.06
"Macedonia, FYR",1994,25.09374,25.50643,2700.23
"Macedonia, FYR",2001,25.14507,25.79818,2700.22
"Macedonia, FYR",1995,25.06356,25.51704,2580.51
"Macedonia, FYR",1996,25.04531,25.53988,2574.49
"Macedonia, FYR",1992,25.18487,25.52933,2439.29
"Macedonia, FYR",1993,25.12697,25.50323,2364.45
Madagascar,1981,20.33866,20.71678,2503.88
Madagascar,1980,20.32596,20.6969,2491.17
Madagascar,1983,20.35215,20.74784,2487.66
Madagascar,1984,20.36591,20.76609,2463.45
Madagascar,1985,20.38592,20.78503,2456.08
Madagascar,1986,20.40743,20.80859,2453.29
Madagascar,1987,20.42487,20.83242,2363.19
Madagascar,1982,20.33722,20.73192,2327.03
Madagascar,1990,20.48914,20.92158,2267.53
Madagascar,1989,20.46247,20.88876,2265.05
Madagascar,1988,20.44071,20.86045,2258.53
Madagascar,1992,20.50304,20.97571,2173.43
Madagascar,1993,20.5121,20.99956,2171.34
Madagascar,1991,20.49612,20.95133,2167.25
Madagascar,2007,20.72133,21.3437,2159.66
Madagascar,2006,20.70741,21.29165,2131.54
Madagascar,2005,20.69584,21.24992,2105.79
Madagascar,1994,20.51572,21.01822,2099.18
Madagascar,1995,20.52204,21.0367,2095.44
Madagascar,1997,20.55008,21.07619,2091.74
Madagascar,1996,20.53149,21.05489,2088.79
Madagascar,1998,20.57077,21.09783,2086.29
Madagascar,2000,20.62256,21.14569,2084.61
Madagascar,1999,20.59504,21.12003,2076.62
Madagascar,2001,20.65229,21.17412,2071.85
Madagascar,2004,20.68364,21.2164,2065.02
Madagascar,2003,20.67173,21.19548,2061.9
Madagascar,2002,20.65751,21.18056,2030.64
Malawi,1981,20.72001,20.81847,2267.66
Malawi,1982,20.78581,20.84065,2265.98
Malawi,1980,20.65521,20.79355,2230.3
Malawi,2007,22.79075,21.92539,2171.62
Malawi,1983,20.83728,20.85144,2158.57
Malawi,2006,22.67308,21.82693,2124.56
Malawi,2000,22.04351,21.38712,2098.5
Malawi,1999,21.92383,21.31075,2096.14
Malawi,2001,22.15064,21.45321,2093.37
Malawi,2005,22.56078,21.73955,2084.29
Malawi,1985,20.94965,20.87576,2080.09
Malawi,1984,20.89022,20.863,2070.28
Malawi,2002,22.25219,21.51781,2067.48
Malawi,2004,22.45903,21.6633,2060.42
Malawi,2003,22.35614,21.58806,2057.95
Malawi,1998,21.80685,21.23388,2049.36
Malawi,1986,21.01018,20.8892,2020.19
Malawi,1988,21.11109,20.90349,2005.4
Malawi,1997,21.69312,21.16561,2002.15
Malawi,1987,21.07015,20.89811,1996.51
Malawi,1996,21.58761,21.10198,1970.05
Malawi,1995,21.49245,21.04616,1969.01
Malawi,1989,21.15434,20.90734,1945.78
Malawi,1990,21.19305,20.9186,1913.64
Malawi,1991,21.24348,20.93791,1909.3
Malawi,1994,21.39961,20.99899,1880.16
Malawi,1993,21.33235,20.97348,1865.32
Malawi,1992,21.27565,20.94862,1792.11
Malaysia,1996,24.16197,23.39285,2966.75
Malaysia,1995,24.00876,23.2446,2958.23
Malaysia,1997,24.30342,23.53373,2949.34
Malaysia,1998,24.43246,23.64981,2930.15
Malaysia,2007,25.34016,24.61322,2923.14
Malaysia,2006,25.23541,24.503,2917.5
Malaysia,1999,24.56597,23.76383,2914.33
Malaysia,2005,25.13335,24.39334,2883.28
Malaysia,2000,24.67875,23.87947,2876.89
Malaysia,1994,23.85272,23.09928,2874.89
Malaysia,2004,25.04321,24.29169,2860.69
Malaysia,2001,24.77534,23.98722,2857.93
Malaysia,1993,23.71035,22.96548,2834.96
Malaysia,2003,24.95325,24.19118,2827.37
Malaysia,2002,24.86649,24.0888,2806.38
Malaysia,1992,23.57312,22.83756,2802.68
Malaysia,1984,22.69314,22.00053,2787.85
Malaysia,1983,22.54688,21.89074,2778.16
Malaysia,1980,22.12225,21.58003,2776.44
Malaysia,1981,22.25413,21.68427,2753.32
Malaysia,1982,22.40309,21.7849,2751.41
Malaysia,1985,22.81463,22.10504,2682.49
Malaysia,1991,23.4424,22.71714,2677.76
Malaysia,1986,22.92262,22.20184,2670.3
Malaysia,1990,23.33146,22.6064,2666.31
Malaysia,1989,23.22503,22.49698,2644.14
Malaysia,1988,23.10735,22.3952,2636.26
Malaysia,1987,23.01392,22.29582,2619.45
Maldives,2007,26.25828,23.07533,2685.39
Maldives,2006,26.10135,22.9319,2673.75
Maldives,2005,25.94846,22.79395,2667.95
Maldives,2004,25.82206,22.69181,2615.95
Maldives,2003,25.69591,22.57956,2588.38
Maldives,2002,25.55654,22.48262,2574.14
Maldives,2001,25.40158,22.39307,2557.41
Maldives,2000,25.24335,22.30609,2517.34
Maldives,1999,25.0735,22.20688,2513.2
Maldives,1994,24.25163,21.72258,2511.27
Maldives,1998,24.8823,22.11027,2475.19
Maldives,1989,23.50912,21.24048,2453.5
Maldives,1996,24.55544,21.91005,2444.62
Maldives,1997,24.70953,22.00691,2429.64
Maldives,1991,23.71109,21.41354,2426.65
Maldives,1995,24.40311,21.81634,2426.63
Maldives,1993,24.05013,21.61515,2420.93
Maldives,1992,23.86467,21.50514,2415.58
Maldives,1990,23.61259,21.32886,2349.3
Maldives,1986,22.97282,20.93894,2346
Maldives,1985,22.76455,20.83734,2307.99
Maldives,1988,23.36268,21.13978,2307.54
Maldives,1984,22.50962,20.73497,2289.11
Maldives,1982,22.05147,20.56406,2286.09
Maldives,1987,23.15647,21.03828,2277.73
Maldives,1983,22.25887,20.63904,2275.94
Maldives,1981,21.89227,20.5085,2232.66
Maldives,1980,21.71378,20.44454,2205.31
Mali,2007,22.8879,21.69203,2614.23
Mali,2006,22.69495,21.5978,2586.29
Mali,2005,22.50307,21.50232,2537.77
Mali,2004,22.31666,21.41081,2493.49
Mali,2003,22.13176,21.32541,2484.79
Mali,2002,21.94506,21.23538,2423.78
Mali,2001,21.75881,21.15852,2398.59
Mali,2000,21.57042,21.08027,2334.97
Mali,1998,21.24946,20.94695,2319.24
Mali,1999,21.40307,21.01837,2303.15
Mali,1997,21.09652,20.88091,2230.78
Mali,1996,20.95922,20.82456,2228.41
Mali,1990,20.22371,20.53095,2201.39
Mali,1988,19.94828,20.45123,2191.71
Mali,1995,20.82255,20.77477,2184.97
Mali,1989,20.08925,20.48889,2180.27
Mali,1991,20.34653,20.57916,2175.87
Mali,1993,20.58047,20.678,2174.54
Mali,1992,20.46233,20.63152,2172.26
Mali,1994,20.69629,20.72976,2168.12
Mali,1986,19.69543,20.39957,2077.75
Mali,1987,19.81954,20.42252,2056.48
Mali,1985,19.56523,20.37219,1976.71
Mali,1984,19.44987,20.35725,1734.78
Mali,1982,19.2677,20.32526,1690.61
Mali,1983,19.35648,20.33895,1637.06
Mali,1980,19.08109,20.28129,1573.87
Mali,1981,19.17243,20.30682,1506
Malta,2007,27.02655,27.60792,3610.6
Malta,2006,27.00223,27.5412,3593.79
Malta,2004,26.95195,27.39609,3580.14
Malta,1999,26.74443,26.98558,3571.3
Malta,2005,26.97226,27.46856,3571.07
Malta,1998,26.66763,26.88889,3513.4
Malta,2002,26.88186,27.24103,3495.57
Malta,2003,26.91781,27.3194,3485.61
Malta,2000,26.79928,27.07791,3459.56
Malta,2001,26.84629,27.16484,3459.26
Malta,1997,26.58428,26.79132,3458.36
Malta,1996,26.51973,26.69914,3457.13
Malta,1995,26.45139,26.60634,3435.59
Malta,1980,25.87284,25.70377,3315.85
Malta,1994,26.37485,26.50236,3308.1
Malta,1991,26.18624,26.23524,3292.42
Malta,1989,26.09319,26.08931,3292.24
Malta,1993,26.31218,26.41604,3270.94
Malta,1992,26.25112,26.32343,3268.61
Malta,1988,26.03744,26.02576,3257.71
Malta,1981,25.93026,25.75106,3254.51
Malta,1983,25.98902,25.82924,3178.44
Malta,1985,26.00177,25.90376,3162.13
Malta,1982,25.96428,25.79222,3149.04
Malta,1990,26.12627,26.15002,3147.93
Malta,1987,26.01165,25.97413,3140.34
Malta,1984,25.99225,25.86289,3073.79
Malta,1986,25.99935,25.93342,3035.72
Mauritania,2007,26.13082,22.53522,2841.06
Mauritania,2006,25.9912,22.44672,2828.36
Mauritania,2005,25.84793,22.35387,2799.25
Mauritania,2004,25.71169,22.2749,2783.89
Mauritania,2002,25.43653,22.12388,2777.95
Mauritania,2001,25.29454,22.04644,2760.07
Mauritania,1999,24.99963,21.89184,2759.78
Mauritania,2000,25.1528,21.96901,2757.93
Mauritania,1998,24.84888,21.81767,2753.1
Mauritania,1997,24.72215,21.75554,2726.04
Mauritania,2003,25.57401,22.19542,2705.89
Mauritania,1996,24.5976,21.68749,2697.51
Mauritania,1993,24.23756,21.48606,2668.41
Mauritania,1995,24.47052,21.6168,2663.29
Mauritania,1992,24.10785,21.4249,2600.34
Mauritania,1989,23.70736,21.26856,2596.76
Mauritania,1994,24.34791,21.54433,2593.91
Mauritania,1991,23.98151,21.37271,2573.77
Mauritania,1988,23.56313,21.21562,2563.89
Mauritania,1987,23.41665,21.16486,2551.46
Mauritania,1990,23.84604,21.32159,2550.52
Mauritania,1986,23.27129,21.11438,2501.35
Mauritania,1983,22.85929,21.00572,2496.52
Mauritania,1985,23.13182,21.07181,2492.96
Mauritania,1984,22.99698,21.03823,2449.72
Mauritania,1982,22.70641,20.95424,2215.79
Mauritania,1981,22.58971,20.90764,2190.54
Mauritania,1980,22.46584,20.85381,2145.35
Mauritius,2007,26.0189,25.03885,2965.39
Mauritius,2004,25.76525,24.69464,2940.19
Mauritius,2005,25.85442,24.8083,2927.12
Mauritius,2003,25.67148,24.58312,2920
Mauritius,2006,25.93586,24.92287,2915.24
Mauritius,2002,25.57969,24.47135,2914.52
Mauritius,2001,25.47852,24.36163,2905.15
Mauritius,2000,25.37198,24.25019,2856.13
Mauritius,1998,25.16366,24.03661,2852.37
Mauritius,1999,25.26144,24.14182,2839.96
Mauritius,1996,24.96115,23.82652,2813.75
Mauritius,1994,24.7382,23.60584,2810.39
Mauritius,1995,24.85117,23.71886,2808.57
Mauritius,1997,25.06106,23.92989,2806.27
Mauritius,1992,24.50947,23.36001,2774.44
Mauritius,1993,24.62566,23.48322,2768.09
Mauritius,1991,24.39242,23.23364,2763.26
Mauritius,1989,24.13279,22.98164,2759.33
Mauritius,1987,23.88856,22.73157,2758.53
Mauritius,1986,23.77823,22.61191,2755.77
Mauritius,1988,24.00298,22.85638,2744.71
Mauritius,1990,24.26225,23.10631,2734.48
Mauritius,1985,23.66504,22.50229,2686.67
Mauritius,1981,23.28853,22.1012,2684.18
Mauritius,1984,23.57018,22.40026,2650.37
Mauritius,1982,23.38832,22.20631,2635.04
Mauritius,1980,23.1809,21.98902,2622.02
Mauritius,1983,23.47564,22.30447,2602.7
Mexico,2007,28.6183,27.32899,3266.31
Mexico,2004,28.23603,27.03794,3258.08
Mexico,2003,28.10605,26.94203,3256.64
Mexico,2002,27.97481,26.84663,3246.8
Mexico,2006,28.49282,27.23219,3245.19
Mexico,2001,27.83824,26.74807,3224.21
Mexico,2005,28.3666,27.13567,3223.35
Mexico,1981,24.74217,24.60031,3208.16
Mexico,1982,24.93398,24.73697,3206.66
Mexico,1983,25.10648,24.86073,3186.48
Mexico,1985,25.45777,25.09166,3184.6
Mexico,2000,27.69228,26.64478,3171.7
Mexico,1986,25.61255,25.19845,3142.28
Mexico,1984,25.28986,24.97602,3128.1
Mexico,1993,26.71187,25.90837,3123.97
Mexico,1994,26.86437,26.02117,3121.94
Mexico,1996,27.12237,26.22286,3118.59
Mexico,1999,27.54598,26.53752,3112.4
Mexico,1992,26.5543,25.79848,3109.06
Mexico,1988,25.91736,25.39259,3102.19
Mexico,1998,27.39971,26.43387,3100.44
Mexico,1997,27.25841,26.32961,3094.44
Mexico,1991,26.39312,25.69054,3093.96
Mexico,1995,26.98975,26.11915,3090.35
Mexico,1989,26.08465,25.4846,3069.94
Mexico,1990,26.23836,25.58431,3065.75
Mexico,1980,24.5558,24.45367,3063.84
Mexico,1987,25.76044,25.29718,3035.44
Moldova,1992,26.95322,24.57371,3196.07
Moldova,1993,26.91358,24.52099,3180.66
Moldova,2006,26.87398,24.07066,3008.15
Moldova,2005,26.74792,23.99155,2942.56
Moldova,2004,26.62949,23.92992,2836.05
Moldova,1994,26.80137,24.41854,2807.05
Moldova,2002,26.45503,23.87107,2796.63
Moldova,2007,26.96372,24.14999,2771.3
Moldova,2003,26.53151,23.89259,2734.26
Moldova,1997,26.50634,24.11505,2710.31
Moldova,2001,26.39955,23.8677,2709.94
Moldova,1998,26.45275,24.02066,2680.13
Moldova,1995,26.69017,24.30591,2643.4
Moldova,1999,26.40681,23.93918,2615.67
Moldova,1996,26.58236,24.2017,2572.11
Moldova,2000,26.37499,23.90064,2543.54
Mongolia,1983,24.60726,23.56861,2410.44
Mongolia,1980,24.37897,23.4988,2385.34
Mongolia,1981,24.45366,23.52186,2367.77
Mongolia,1982,24.53027,23.54675,2367.64
Mongolia,1984,24.67765,23.59294,2360.53
Mongolia,1986,24.80272,23.65152,2312.17
Mongolia,2007,25.61957,24.71713,2285.34
Mongolia,1988,24.91199,23.71549,2263.17
Mongolia,1985,24.73713,23.61857,2251.33
Mongolia,2006,25.5256,24.56507,2248.95
Mongolia,2004,25.35722,24.31712,2241.65
Mongolia,2003,25.28025,24.20976,2237.48
Mongolia,1987,24.85769,23.68385,2235.32
Mongolia,2002,25.20751,24.12177,2229
Mongolia,1990,24.99423,23.78044,2227.03
Mongolia,2005,25.43904,24.43532,2226.65
Mongolia,1989,24.959,23.74836,2224.5
Mongolia,2001,25.14161,24.051,2221.66
Mongolia,2000,25.08182,23.98707,2184.16
Mongolia,1991,25.0021,23.79683,2164.67
Mongolia,1999,25.03476,23.93297,2156.73
Mongolia,1998,24.99614,23.8837,2120.61
Mongolia,1996,24.93227,23.81547,2069.54
Mongolia,1997,24.9603,23.84189,2058.52
Mongolia,1995,24.91348,23.80494,2058.33
Mongolia,1994,24.91049,23.7941,1865.43
Mongolia,1993,24.93691,23.79059,1860.28
Mongolia,1992,24.97255,23.79353,1852.01
Morocco,2006,26.03668,25.42322,3265.41
Morocco,2007,26.13153,25.52608,3236.03
Morocco,2004,25.85092,25.22994,3233.45
Morocco,2005,25.94353,25.3194,3188.62
Morocco,2003,25.75005,25.13929,3173.53
Morocco,1998,25.28935,24.72833,3139.13
Morocco,2002,25.65263,25.05147,3130.88
Morocco,2001,25.56386,24.96542,3102.86
Morocco,1997,25.19117,24.64174,3095.13
Morocco,1990,24.56496,24.03563,3068.5
Morocco,1999,25.3844,24.80851,3066.86
Morocco,1996,25.0997,24.55772,3059.57
Morocco,2000,25.46713,24.88582,3049.6
Morocco,1991,24.66862,24.13242,3047.79
Morocco,1988,24.37327,23.85318,3032.43
Morocco,1994,24.9286,24.39779,2986.31
Morocco,1989,24.4631,23.94904,2962.41
Morocco,1986,24.19255,23.68938,2962.29
Morocco,1987,24.2791,23.76385,2950.92
Morocco,1995,25.00936,24.4719,2940.92
Morocco,1992,24.75536,24.22001,2893.12
Morocco,1993,24.83756,24.30474,2863.1
Morocco,1985,24.09159,23.60259,2831.17
Morocco,1984,24.00485,23.52726,2831.1
Morocco,1983,23.91207,23.45429,2778.64
Morocco,1982,23.82666,23.37691,2776.43
Morocco,1981,23.72576,23.29614,2735.9
Morocco,1980,23.63014,23.2176,2692.87
Mozambique,2006,23.04035,21.70539,2090.81
Mozambique,2007,23.18072,21.8193,2066.59
Mozambique,2005,22.89491,21.59168,2054.91
Mozambique,2004,22.74372,21.48161,2018.64
Mozambique,2003,22.59521,21.37949,1998.16
Mozambique,1999,22.03536,21.05083,1978.84
Mozambique,1997,21.77595,20.92308,1963.11
Mozambique,2000,22.16763,21.11392,1958.57
Mozambique,2002,22.44782,21.28235,1951.19
Mozambique,2001,22.3062,21.19397,1939.26
Mozambique,1996,21.66066,20.87,1931.88
Mozambique,1998,21.89939,20.98645,1929.48
Mozambique,1980,20.57566,20.43321,1879.46
Mozambique,1995,21.5569,20.82918,1855.93
Mozambique,1985,20.77562,20.4781,1836.7
Mozambique,1990,21.11337,20.63906,1829.33
Mozambique,1988,20.93701,20.5416,1828.7
Mozambique,1981,20.63127,20.45127,1816.38
Mozambique,1984,20.74128,20.48482,1779.48
Mozambique,1987,20.86262,20.50792,1767.71
Mozambique,1982,20.67721,20.46667,1753.5
Mozambique,1989,21.02032,20.58594,1753.18
Mozambique,1983,20.70524,20.47859,1715.83
Mozambique,1986,20.81005,20.48316,1706.86
Mozambique,1993,21.37467,20.75391,1703.53
Mozambique,1992,21.28749,20.71624,1702.72
Mozambique,1991,21.20576,20.68369,1702.47
Mozambique,1994,21.46524,20.79259,1697.91
Myanmar,2007,22.33559,21.32024,2464.91
Myanmar,2006,22.18523,21.18272,2440.43
Myanmar,2005,22.03084,21.04131,2410.19
Myanmar,2004,21.87684,20.90676,2350.79
Myanmar,1984,20.09005,19.83216,2307.36
Myanmar,1987,20.33532,19.95474,2278.35
Myanmar,1982,19.8928,19.73897,2277.9
Myanmar,2003,21.72812,20.78169,2270.18
Myanmar,1986,20.26389,19.92212,2265.14
Myanmar,1988,20.37915,19.96996,2259.3
Myanmar,1983,19.99458,19.78487,2252.89
Myanmar,1985,20.18219,19.87848,2249.35
Myanmar,1981,19.78947,19.6972,2231.09
Myanmar,2002,21.5815,20.67094,2226.91
Myanmar,1980,19.68336,19.66279,2179.86
Myanmar,2001,21.44561,20.57011,2150.33
Myanmar,1989,20.43037,19.9764,2115.82
Myanmar,2000,21.31119,20.47997,2101.52
Myanmar,1999,21.18709,20.39798,2074.4
Myanmar,1997,20.97523,20.25928,2058.21
Myanmar,1995,20.78351,20.13908,2037.37
Myanmar,1998,21.07636,20.3256,2032.1
Myanmar,1996,20.87477,20.19545,2015.07
Myanmar,1994,20.69657,20.09014,1967.27
Myanmar,1993,20.62094,20.0513,1948.11
Myanmar,1990,20.46869,19.98742,1865.11
Myanmar,1992,20.55591,20.01802,1842.76
Myanmar,1991,20.50502,19.99667,1810.05
Namibia,2007,25.02518,22.4987,2382.88
Namibia,2006,24.90001,22.34933,2365.73
Namibia,2002,24.39392,21.84144,2300
Namibia,2005,24.77477,22.20702,2298.49
Namibia,2003,24.51673,21.94967,2287.61
Namibia,2001,24.27273,21.75061,2280.85
Namibia,2004,24.64467,22.07364,2278.65
Namibia,2000,24.14935,21.66432,2274.91
Namibia,1980,23.01509,21.08291,2254.1
Namibia,1981,23.06663,21.10802,2234.47
Namibia,1999,24.02033,21.57426,2220.78
Namibia,1982,23.11357,21.13112,2210.75
Namibia,1983,23.15068,21.1489,2181.17
Namibia,1984,23.182,21.1646,2170.98
Namibia,1998,23.90315,21.50213,2156.41
Namibia,1997,23.79157,21.44053,2150.41
Namibia,1987,23.2566,21.20287,2135.8
Namibia,1988,23.28104,21.21441,2107.5
Namibia,1985,23.20383,21.17665,2105.18
Namibia,1996,23.68042,21.38736,2091.15
Namibia,1986,23.22676,21.18981,2087.74
Namibia,1991,23.36231,21.25007,2072.43
Namibia,1995,23.59629,21.34968,2067.13
